Store,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Day,Is_Weekend
-523000.7,-479.70374,3530.2334,-15806.096,-15223.705,27614.66,-4036.6057,6906.7764,-30766.867,-12753.018,0.0
-247142.38,2862.9888,2112.7693,8176.7993,-95654.2,14138.112,1042.6642,-17202.953,-26839.021,22431.744,0.0
-35065.86,13309.869,28975.467,-10613.061,82390.15,-21509.84,121.149055,567.30743,464860.94,61303.246,0.0
-527928.56,305.42682,-15826.904,4797.4854,-202486.72,-42670.324,802.5099,6430.994,-2616.0217,9489.727,0.0
-267401.2,215.30637,-1602.4939,900.9307,39523.758,29725.7,-63.411705,5135.6406,-11317.236,20765.97,0.0
730980.6,411.01205,-23551.05,507.30002,172882.22,68085.414,714.17706,2302.9075,-37528.473,20135.17,0.0
470800.78,262.19614,5304.2446,-2363.2366,209681.7,21193.906,-2580.294,-13224.254,-36139.69,47985.676,0.0
-132424.22,475.5142,16217.544,4669.5425,44403.402,18575.652,-1019.53186,13489.952,-1008.2772,-10547.117,0.0
-258431.8,-485.48172,8798.393,3070.2974,-99948.48,21876.053,476.24927,-11776.259,-39726.13,-3096.804,0.0
772005.06,2310.4412,7133.861,-2402.802,244132.19,106523.555,-663.1797,-2702.109,207591.56,-142863.19,0.0
713882.4,841.52686,14788.634,4890.383,180732.17,97348.6,-883.06464,-15877.322,-68242.69,-41177.14,0.0
179285.16,669.3426,29058.219,8118.9243,130903.016,16384.762,3328.8735,-11933.987,-24215.982,30818.816,0.0
-403281.2,326.22977,8369.172,755.52277,-110120.78,14653.275,-482.04367,-4457.0024,-14650.467,27882.85,0.0
600701.75,339.1259,-5564.215,4899.2363,112129.31,95539.625,436.47882,-22030.027,-65771.49,-11005.103,0.0
844034.06,787.37634,5139.684,-11079.995,-37915.848,59155.08,-6059.2036,11952.929,-11517.753,-10343.48,0.0
525873.75,733.2536,4307.441,-32905.09,-111560.09,51188.914,616.58777,-13191.77,-51192.477,-25378.525,0.0
-541698.44,713.8311,1119.7513,155.11478,-14662.302,15070.399,1983.6691,7048.052,-7737.4995,-12582.688,0.0
374106.4,856.7166,5695.2485,2390.2825,-152242.73,79013.26,-2696.9941,19525.705,-37690.477,-13582.136,0.0
176250.94,566.1226,41575.19,-4020.186,137267.9,16651.201,-232.1172,13418.91,2594.2402,23758.428,0.0
-411891.66,-79.33941,1883.446,8323.342,-66965.66,22978.35,-1822.1868,-10585.71,-38310.758,7273.461,0.0
-53987.04,-4597.1777,10508.012,2195.724,-70982.64,-21082.064,1794.4188,7220.315,-10543.055,7762.389,0.0
-83351.33,200.3236,7771.4463,4733.0674,13648.36,-36549.023,-334.06714,9877.157,-19036.72,4511.607,0.0
226523.9,610.74896,-20999.154,5047.241,70335.26,-55933.26,-790.8567,4570.327,-33705.45,-56685.387,0.0
78789.96,-5.696411,-5432.0913,-27651.564,-77852.26,57082.754,2799.1248,-19907.398,-45358.35,-40068.043,0.0
154621.97,894.3935,8927.097,-1732.2336,118488.62,12130.797,397.48566,8075.004,-37305.965,-11525.08,0.0
-115907.84,-39.78695,-649.0966,-5927.9136,62881.164,-2402.9446,-1300.6738,5245.1455,-30128.986,11341.258,0.0
-559493.6,6118.9795,5929.556,-2086.0034,-10787.849,16559.46,484.61166,6548.35,2749.1096,3902.9368,0.0
-391994.6,758.8754,17754.664,-8303.871,-66908.23,23527.79,-1691.681,-1603.8427,-48405.89,-27299.5,0.0
-588508.06,551.0599,-14277.424,6370.533,-181191.88,7185.326,-402.19775,9698.771,-10305.838,-2315.5776,0.0
147390.42,13.201838,6762.019,4545.952,181523.47,20698.156,626.8776,9457.163,-20691.01,-4372.6187,0.0
-521783.06,250.37709,6133.842,2659.5981,46334.945,-43023.785,2420.188,-12289.425,-24905.143,23347.197,0.0
-668915.9,451.05615,3102.9531,-3282.646,-10350.679,28710.03,-1847.7682,11206.028,7526.292,11745.045,0.0
-400502.3,20387.855,33326.43,4385.6577,78175.58,61750.38,-3478.8225,3067.8596,531920.7,54216.824,0.0
-166358.78,217.53358,6554.0776,6661.9434,133566.28,17880.385,-2185.0889,6402.5728,-36937.367,3762.9106,0.0
149080.6,477.70148,-23438.932,327.2052,61581.996,29785.17,-332.35938,2908.075,-44746.54,-10919.588,0.0
-170408.67,3119.5688,-25091.102,-20.607399,158726.12,8627.046,-1869.024,-8179.075,248709.27,-58371.33,0.0
-137205.6,655.319,2836.362,4715.1104,38304.074,15582.15,20.559267,14992.316,-15326.39,-29776.205,0.0
-249798.33,441.9162,1664.0098,2286.6758,-75984.8,27772.334,-490.78604,-61285.867,-30211.826,40011.945,0.0
91412.875,302.36655,5282.0293,5926.6763,-236162.03,8404.001,320.41284,-10728.61,-34444.875,-6887.988,0.0
360227.0,942.2707,4695.412,1673.4,-156602.38,77352.016,-2955.0583,8653.871,-16173.833,17275.104,0.0
145064.34,259.97363,4276.452,7251.462,176310.64,28154.713,-1026.001,-12278.129,-27872.445,32975.29,0.0
812591.1,674.0666,18868.002,16972.451,186165.42,161052.2,3155.4543,18579.492,-2511.046,51400.723,0.0
-209073.58,1288.1102,13367.89,3240.3267,-85177.445,23440.086,-1262.6584,10955.207,-27179.043,-8826.196,0.0
-221571.48,948.1776,16023.293,-8329.034,-83660.97,25026.455,1309.9242,11456.219,-28185.857,-17886.414,0.0
-541144.4,228.85107,3459.413,-5165.5684,-8702.117,13890.498,511.9578,5906.9536,-6477.6777,-3047.2595,0.0
122039.29,434.39862,9203.857,5966.5063,144121.98,21108.824,2436.7708,11090.899,-23124.686,-6916.1997,0.0
-313158.88,99.867935,4999.8394,8288.16,-242446.58,-58989.723,1875.7922,6506.5835,-13296.502,14802.898,0.0
-168211.86,678.32495,-13852.947,7296.1074,-299247.9,-38154.215,-644.9284,8069.923,-27100.379,-11409.581,0.0
-646218.56,452.86893,8806.936,-8064.199,-28565.188,16615.756,-801.8983,-42540.91,-7550.7705,-21239.23,0.0
850193.1,1398.1321,11860.205,2380.8215,-24474.88,61089.56,2293.737,11657.122,-38945.78,-6753.944,0.0
-73461.09,343.50027,-33892.812,3246.7627,-344724.6,30378.922,-772.74176,20322.363,37797.332,15386.776,0.0
-420617.53,-5.778366,3370.7454,14907.296,-55022.035,21418.285,-1979.4167,598.99146,-16461.428,8177.272,0.0
234503.0,867.75305,18274.588,3654.7,81673.57,-37512.902,-229.90916,-99959.7,-7374.401,-49790.082,0.0
-528075.3,316.0963,4965.7803,2851.4607,-4936.522,8901.415,3051.031,9409.217,-13748.347,1153.2484,0.0
-47726.465,-696.2308,2252.1772,4103.2593,-59486.734,-13830.531,-651.86896,-16083.586,-16275.345,10753.077,0.0
-6591.709,592.15814,14908.493,-8844.624,79204.36,17227.238,434.1836,13311.0205,-17315.14,-16996.594,0.0
203543.45,-598.24493,-18769.744,1748.7833,194113.06,37556.4,-3267.6353,180.96567,255982.86,44931.03,0.0
-2063.4673,503.28662,12814.527,5803.3115,91500.516,19890.773,-1122.2755,8715.766,-20446.79,5356.07,0.0
777549.2,800.2919,3604.519,1872.8235,108300.55,93944.44,1836.117,-6778.9194,-43059.47,-62061.76,0.0
542728.1,129.26508,11942.323,56.35601,375295.78,105404.266,-1110.4865,5082.518,-48754.754,377.60886,0.0
-159901.05,813.11383,3910.9531,-1190.0015,-299820.72,-34492.73,-321.20535,12127.121,-20184.904,-23501.105,0.0
44994.152,15909.325,-30005.44,13449.072,180803.27,33542.617,4223.753,-791.5937,454551.88,53347.086,0.0
352314.66,790.03546,-11048.807,-197.63455,-151243.14,76643.09,-3448.725,-16570.62,-22649.691,17676.248,0.0
-302559.28,273.7333,2689.971,-18248.53,-362150.25,34777.363,-249.42906,-10651.5205,-20594.957,-17647.346,0.0
773391.8,966.4472,5502.1475,-14361.39,111025.71,90484.71,1300.4097,13369.489,-36580.06,-49036.41,0.0
263217.53,784.3566,11674.619,232.06302,75326.68,-36381.496,-2219.5217,13291.406,-6562.7764,35366.93,0.0
573436.06,214.70927,9983.051,13349.064,388853.28,187827.81,-1102.136,7614.0547,-37757.605,-1027.57,0.0
-389620.7,156.61516,-11678.394,17310.898,-71641.86,21627.943,2196.4058,923.3336,-19844.492,11225.944,0.0
558742.75,683.534,-6498.016,4899.0845,-102777.44,45923.664,-448.28983,9445.72,-31946.793,15593.719,0.0
837108.2,1977.5554,15691.981,-2866.9268,-12597.368,46542.844,497.2354,7629.591,-47008.87,-24360.414,0.0
-509130.94,488.36203,6447.522,5537.7036,4070.0352,-5414.822,3878.537,16492.975,-5102.2637,-12676.957,0.0
-401141.5,38.974686,-22152.322,18031.387,-72115.74,20274.406,1235.6564,29320.27,-19135.447,67281.13,0.0
-96012.695,158.26703,3140.8494,-3941.0017,75629.14,37276.934,-924.60175,11568.492,-4156.984,-2373.6636,0.0
-110875.51,-630.2594,6094.4604,2955.5935,25853.816,18225.26,-349.87772,-8986.755,-14482.389,-5124.868,0.0
-125932.59,574.0309,24417.398,20108.275,7209.2896,26738.422,2387.4238,28434.9,366.67358,-2957.8716,0.0
-226910.22,297.6831,13907.893,396.08963,-87124.664,21743.547,-601.6297,8637.036,-27262.32,-14181.285,0.0
44941.016,-188.67177,22012.988,3594.1802,-46816.22,26618.807,-1332.2609,14766.802,-1399.4554,-13306.784,0.0
311573.12,1000.193,2667.2947,1489.2533,-29196.883,-341024.53,-65.275925,11627.437,-32157.986,-14584.423,0.0
26088.773,177.42302,7752.6465,2745.5303,99709.16,28476.719,-782.6859,12461.144,-6189.6963,-11905.891,0.0
127640.89,586.87573,-3950.2131,-8083.336,133946.1,38620.77,-562.38293,14676.815,-54469.08,-17287.064,0.0
102060.57,722.13794,18931.174,4130.815,20732.646,51098.82,1664.7797,10309.474,-4673.6475,29359.484,0.0
-232285.16,349.76953,8897.771,887.80145,-80860.76,20831.742,-1571.7894,7478.1543,-27805.28,1876.8966,0.0
94052.41,125.60608,-14513.963,5376.009,-204478.73,12716.289,337.87747,-72341.375,-4006.237,50533.09,0.0
-549183.8,5761.0522,-979.0393,5478.192,-136935.11,17602.154,-285.19928,-3480.693,194122.23,2910.0662,0.0
106136.445,158.95528,-349.52222,-18741.172,25272.36,39717.25,634.8543,-11730.93,-29208.5,-16264.28,0.0
-583963.6,-60.55404,5123.612,-5122.834,-162203.05,7146.0483,-801.208,8268.478,-26568.27,-13875.837,0.0
540061.5,1100.5978,-4164.713,-10256.642,-102496.59,51696.855,-1955.3053,-109090.125,-5451.272,-22449.229,0.0
479456.22,6652.758,1200.3002,14106.027,-7358.0425,20014.094,1297.5043,5523.7266,303826.88,-44608.375,0.0
399879.56,372.3662,6718.8975,-10409.873,-50123.367,31086.701,-101.929214,9588.341,-50733.293,-20074.348,0.0
775750.75,705.7462,-2969.8481,6160.006,108912.945,93571.13,-729.76874,-20043.963,-64452.47,-69832.22,0.0
135211.95,173.44019,3050.1453,765.9055,130398.45,22352.643,-1097.1029,-11843.777,-42426.848,-18208.363,0.0
9543.051,727.0617,16444.162,4038.1458,102690.766,25364.871,-1840.402,7057.864,-17747.586,12196.108,0.0
566051.2,1043.7942,-3578.2937,-11292.52,128421.76,89009.4,-1115.8546,12739.637,-36767.98,-13102.705,0.0
290029.1,334.84067,10106.19,2902.0142,82568.016,-43219.883,2345.0972,12897.276,-9106.796,70458.85,0.0
-327409.56,710.92847,5753.635,-19012.1,-365100.6,37680.11,1110.1469,6265.882,-11860.844,12942.251,0.0
178808.36,5880.118,25421.844,3463.561,123209.93,16737.137,576.8075,-10239.027,-29959.82,37295.6,0.0
-201370.77,-916.3589,-13986.848,10222.037,-170303.61,-115384.11,-189.13843,-946.68225,-16900.477,-2311.7913,0.0
-351170.9,7504.4014,3772.6575,-1791.4484,62475.023,30706.928,-518.96265,-313.4034,244818.48,-34361.67,0.0
-321351.25,-422.058,2483.899,231.00497,-267828.0,-88545.06,-4612.827,6874.033,-26182.16,-10961.163,0.0
-333791.62,-196.85263,12946.998,-7128.5337,-363140.62,28539.822,-5482.1724,2602.7532,-24090.012,29665.496,0.0
-163707.02,1279.5017,-32255.33,-1990.8688,95581.8,21751.904,-1451.1132,-84452.59,-40082.28,-6436.156,0.0
137355.61,591.79553,-43822.277,7025.9214,133016.72,36355.637,-791.7887,-2749.1523,-45900.445,-10644.02,0.0
-391790.38,489.35312,6112.434,4604.272,127159.33,22287.646,-82.03776,-1817.2103,-17959.781,-4808.6387,0.0
112361.81,656.8207,-54469.082,1752.7068,160165.3,4716.492,-1602.9271,-122641.586,-43322.48,-15109.027,0.0
117134.24,826.5709,24538.395,12042.692,39971.613,63710.2,356.63312,18654.602,-13607.876,-14768.609,0.0
-202618.64,2197.8574,3592.782,1813.633,-117308.23,37355.758,-710.56964,-13198.782,198784.06,-103558.29,0.0
-574268.9,-360.6817,-18901.486,132.03316,-192096.5,10779.918,-275.06046,11495.027,-8921.41,-7383.3047,0.0
-563561.75,79.35663,-1575.5292,994.28625,-195176.27,13537.208,-1635.8059,-71342.4,-1891.1796,-6136.7817,0.0
215765.66,641.2779,7521.1587,5156.786,96961.76,10289.508,2665.9412,-11260.937,-33890.63,-20956.092,0.0
404417.62,-11048.169,-7014.3154,-4927.1807,74555.39,-264378.8,21114.477,1654.1884,180568.17,12090.836,0.0
-251253.64,746.13513,-11724.185,-3028.959,-102064.37,20263.627,-490.7406,-5420.664,-45164.965,-34679.375,0.0
650809.9,219.06728,8686.792,10758.895,-65560.984,49974.05,-275.2625,-662.40765,63249.938,8179.145,0.0
402426.44,302.04904,-27503.26,-9094.498,-39696.785,27343.562,-8635.942,11444.724,-13371.703,-15070.67,0.0
-333032.75,532.51154,9483.279,6964.9497,-386852.44,-4681.4956,561.696,11298.746,-19571.576,-11388.108,0.0
-586937.6,-96.61203,753.5557,7271.422,-197014.16,10287.012,619.41156,-5959.2954,-11648.911,-2220.939,0.0
812658.8,835.8729,-14652.77,1617.7817,113322.1,91316.016,-337.83438,5401.2676,-56290.758,-8149.134,0.0
571356.56,1050.8123,3309.9683,-9997.867,128689.766,89674.77,-981.0178,12229.193,-53193.945,3718.8452,0.0
508283.03,-6.029461,48.571968,-8096.914,336184.4,100048.52,473.633,-14417.507,-49729.598,-1074.6365,0.0
842007.75,717.0611,844.71136,1659.02,147872.33,103624.67,-36.899673,8788.283,-52148.523,-4972.197,0.0
-215337.38,786.2622,-11860.618,-12783.366,-76702.86,21519.848,1760.4489,14106.736,17475.326,5672.139,0.0
-581808.3,-235.63405,4856.355,7.4955673,-147897.34,921.11456,-360.41135,8858.037,-10641.2295,-5289.3076,0.0
727618.0,661.7747,14320.019,14435.764,-27451.285,134849.19,5323.2026,11348.61,-17331.938,112.35329,0.0
306193.44,141.05377,16128.078,14697.577,-1952.8265,-338098.72,-933.20526,3646.196,-31462.605,15993.027,0.0
148571.05,-285.46298,-5913.0737,6718.63,172151.92,25265.023,-1252.6006,-11708.253,-19728.617,20576.021,0.0
-159911.6,254.60442,2075.2727,6523.8613,-297593.72,-33417.95,-370.1937,14231.374,-25511.914,-3709.1003,0.0
526884.2,302.12296,6174.628,9356.78,389958.75,104843.53,-2087.2788,-13896.992,-23735.025,5724.146,0.0
583955.6,-95.49428,10574.974,13073.441,-106143.59,45800.69,524.44,70.56992,-18238.352,38176.145,0.0
-314880.38,593.59625,-366.4515,-18476.219,-361987.78,37837.77,634.6099,-23320.908,-30988.738,-9844.507,0.0
-327321.28,474.22607,12792.225,1655.8634,21342.268,17922.482,-441.72803,6944.643,-35911.6,5092.745,0.0
-581265.0,262.72556,-24289.723,-2411.9668,-125538.984,568.0553,-3144.3801,5288.93,-13416.083,5941.37,0.0
-192209.7,381.9187,-43231.88,15975.783,-170254.5,-119865.37,-594.3381,-52941.94,-5473.0933,40700.496,0.0
-35884.258,-537.5861,1698.2391,1816.2435,-21913.023,-23100.188,-726.6874,5649.839,-31056.514,3616.1384,0.0
774620.7,1250.6915,-4582.7466,-6303.234,106251.62,96086.61,-462.1258,542.27734,-55244.02,-69441.78,0.0
-111486.875,-287.9624,4315.222,-4869.2896,61368.473,-7256.937,-1173.0756,-8265.142,-24231.072,6819.9897,0.0
-50179.902,193.62105,8409.752,5309.3716,-74611.18,-16833.627,-473.3712,8663.877,-36114.57,65.60231,0.0
537088.0,1125.7875,8807.892,-26323.492,-111080.92,46259.824,2191.6277,10224.806,-9125.702,46574.863,0.0
95095.31,264.05072,747.3526,2142.822,-214772.11,12900.308,-435.0306,-92733.875,-7125.637,-10816.468,0.0
128112.695,710.51105,-1293.636,7140.151,171497.42,36169.58,-1700.2538,-6831.379,-47973.492,-9727.035,0.0
-578796.8,261.87054,-17292.037,-3354.3535,-163704.05,7536.2656,696.3102,2868.9097,-31000.018,-7286.422,0.0
93196.63,613.9015,11045.422,6931.314,-59931.29,64610.793,3019.1292,9933.632,-8467.924,13916.509,0.0
-636370.5,-85.41066,4928.61,-233.70169,-6760.3037,27479.412,578.2342,-4136.53,-11566.691,19380.725,0.0
-179488.0,13816.339,7561.946,4953.56,-133203.3,46833.105,278.72586,-8502.587,357954.84,-40330.324,0.0
226006.08,-6892.093,1948.1144,-505.85953,85618.945,-56733.543,-1550.1365,3660.9045,300029.03,60479.6,0.0
-128911.64,517.3152,-3019.1812,9635.536,2783.4553,21998.676,2022.0576,1222.1497,-37341.168,-38243.707,0.0
-153743.78,-193.88957,30.409918,-1135.5039,-251475.72,-1130.2709,296.6821,-14708.523,-11034.53,25859.793,0.0
805149.6,505.69614,12111.379,-230.22636,111928.47,93521.49,1455.6766,-12636.559,-55575.41,-20433.76,0.0
573906.75,589.84247,432.20596,8780.746,389971.5,167600.55,-941.8948,12856.799,-30622.611,8183.9385,0.0
-392830.12,351.89798,5718.7437,-2372.133,-101026.21,22510.93,-791.60846,8159.791,-17492.701,15022.155,0.0
-149727.33,-9.094386,7366.034,7491.915,15825.242,22125.5,605.94324,5541.672,-21584.139,30072.908,0.0
-512905.47,-163.75061,8094.188,-7382.8105,44349.695,-42733.195,2248.4407,-8986.652,-40999.08,10724.898,0.0
-172064.19,239.11151,-20442.957,12698.903,170211.61,32609.973,2283.562,13553.587,26884.215,28917.775,0.0
98417.945,622.38824,8613.383,4250.4116,-264970.97,-1130.0493,891.3638,5869.968,-21459.494,28920.936,0.0
126185.07,400.6748,-7813.752,2050.243,168303.38,43816.85,-641.8083,15496.141,-13990.036,-7189.941,0.0
731545.9,1089.5084,11005.353,1539.6843,102489.26,84821.69,-2187.0857,9069.829,-52908.816,-36006.406,0.0
610065.5,298.74942,3740.4219,3462.6316,132322.03,107316.27,3156.4229,13669.8545,-38159.375,-8724.288,0.0
355506.2,937.1726,1376.8951,-399.96945,-82487.99,-1355.2362,3925.3765,-133080.8,-7924.8364,-47972.74,0.0
204579.77,10069.03,4898.6094,443.45508,90403.195,-60349.035,455.29434,1055.5461,281028.9,-69699.48,0.0
161232.62,-107.774704,5896.995,-5798.2534,170374.0,30110.604,1345.8413,-6538.6455,7878.8184,4712.185,0.0
561895.1,740.0795,10592.119,792.46814,-90943.89,48921.93,3011.7507,11321.69,-36404.258,-3619.9756,0.0
-306370.78,438.8932,10553.822,1829.5764,-254804.58,-65705.945,2963.4917,-8450.081,-12122.435,27808.71,0.0
-532216.6,656.479,2751.9993,2711.714,-13761.942,18978.4,1764.9462,5504.357,-19450.576,-3261.8538,0.0
-75687.77,405.21912,5622.8403,1660.1206,12959.898,-41165.254,-776.3287,-14180.2705,-21371.02,16219.466,0.0
-625562.2,2554.5505,-1049.5635,1174.0884,-8373.797,28999.418,783.4063,-10970.302,-13527.153,11030.288,0.0
427388.16,558.81714,8744.678,-3373.972,229053.92,15005.271,-3494.2224,12405.913,-2097.7712,-24140.016,0.0
571881.0,1617.3022,1498.1719,-15462.351,-116284.8,33840.62,507.31714,-10464.455,-39699.387,17376.107,0.0
148788.8,466.57465,-31880.588,-6342.963,152706.12,2994.6577,3092.0864,4495.901,-39188.23,45080.543,0.0
142933.6,-70272.81,-36395.24,3633.9556,113382.94,14535.474,-16911.783,187.02196,-9334.727,-80360.78,0.0
178636.72,1129.2524,32840.668,6165.582,129234.54,19047.525,1749.8656,13129.487,-29316.82,-8442.863,0.0
985866.7,59787.816,26883.848,22190.592,73391.9,104944.555,3555.4849,16816.125,762803.1,85970.67,0.0
-307469.9,518.3369,6883.4863,364.74545,-251257.1,-61818.805,2392.1187,9754.78,-5525.203,-3158.9019,0.0
-597162.9,76.88342,-2673.6064,435.13977,-167614.25,5821.618,1296.912,2119.88,-12383.203,5590.4155,0.0
605468.8,517.9146,12675.735,2274.9854,105143.99,97007.05,-1240.7465,9505.279,-56243.62,-9039.97,0.0
-283024.3,9338.845,8743.239,3950.3394,33823.723,17937.438,-1502.3064,-6940.9165,-19289.113,18131.623,0.0
113048.07,664.05707,21074.436,12318.291,36947.176,64600.57,628.3641,15017.048,-20844.19,-9226.475,0.0
-600969.7,-242.28537,-11906.908,-1222.351,63457.094,7495.552,-1295.8483,4809.735,-24720.99,11446.589,0.0
-233089.67,1039.6534,13169.064,-13043.466,-90640.22,22072.744,2573.9475,9084.096,-10866.879,21286.396,0.0
-217466.0,273.46732,27228.613,-57043.33,-140505.86,-43287.33,2304.5881,11804.339,2182.3376,23403.611,0.0
745347.94,1012.8516,14711.675,3041.9937,176706.83,85894.66,1006.3787,14101.151,-37376.938,-5047.8125,0.0
118898.59,664.30585,1104.9088,2776.8472,153271.22,22815.568,1571.7688,16197.512,-7229.1826,-31017.479,0.0
723457.1,287.62003,3322.8345,-3.9501648,82376.49,80107.36,-820.58813,12430.48,-48239.805,-10023.445,0.0
-45337.184,-1552.1207,11966.942,-1794.996,-117593.28,-2650.4797,488.8696,-9244.307,-34245.69,13685.793,0.0
736401.5,792.58936,20154.838,12251.341,78048.92,79413.28,-1232.7474,10805.075,-27583.984,15027.164,0.0
568124.56,627.145,13002.18,-15525.006,-113855.234,33503.26,164.9105,-21495.254,-64773.89,-9280.742,0.0
741883.0,243.83653,12183.511,2215.4573,180612.53,84146.4,743.482,14909.37,-19323.441,-10235.84,0.0
157153.61,857.0827,6496.047,-8681.079,125594.62,12619.731,-373.57092,6815.3975,-42051.023,-19210.322,0.0
77261.03,4281.5347,-5117.8457,3785.6697,-294000.9,3793.3926,397.16116,8574.378,185695.19,-69365.266,0.0
-405463.66,522.1564,14179.076,750.78894,125271.27,11028.157,-354.61667,7134.347,-1321.7145,9450.512,0.0
544778.44,-544.44965,4242.243,7191.1064,379366.6,100549.98,-1417.1895,6561.812,-38521.12,-2156.2234,0.0
-164739.66,-493.0344,1665.7642,-11729.533,-292255.3,-44875.953,-421.52682,-2550.7231,-16063.761,28939.754,0.0
850573.56,841.64215,5231.087,3787.014,-10240.986,43012.875,693.63306,10949.068,-12033.538,14891.147,0.0
-671131.44,242.88313,4637.0454,-4326.0815,-29709.559,16772.105,-586.2556,-31139.854,-7383.9497,31243.719,0.0
-383283.44,628.9718,8044.272,-5958.298,44535.97,-48631.457,1138.9081,9079.058,-17934.166,-1744.6752,0.0
-313198.72,597.45703,7866.9087,5523.425,-247757.9,-73473.32,3434.2498,-1970.2795,-8106.3066,30280.04,0.0
570299.56,1148.4012,21323.652,-11165.49,-117756.81,33310.04,172.51634,14509.079,-36659.574,-5346.585,0.0
-96424.04,9368.31,-14302.652,2234.5142,-127220.97,-6546.9766,1230.9021,1017.8206,292931.88,-22857.19,0.0
544482.25,-302.2524,8591.452,6354.6064,376309.75,91674.58,-1243.393,6970.534,-30327.406,13453.807,0.0
661934.5,3658.177,-16367.171,5431.5024,-179776.42,11091.124,385.14786,7141.352,270263.9,-87320.74,0.0
-159228.89,-796.4324,15788.414,4185.5034,146878.14,14923.958,-2401.7927,-10403.141,-37686.934,33034.434,0.0
-446376.84,195.2015,6277.911,2781.9321,-81793.96,17643.826,1461.6526,6557.3633,-13778.309,34137.04,0.0
-168939.95,-580.04865,-58960.94,-3779.691,108614.195,16216.493,-1638.8405,-78176.12,-17803.69,-23238.965,0.0
530364.4,11617.081,-144.22647,3771.5828,215598.23,22306.037,-1023.9161,413.86072,401572.53,-42605.14,0.0
102821.53,593.5751,12052.985,-17546.32,-271865.34,-3422.9004,1736.7936,8755.97,-6311.8267,25010.281,0.0
855785.9,5822.405,-101.304474,-952.07355,-36627.117,42697.77,-2920.828,16712.361,28008.488,8775.795,0.0
210266.1,1070.1754,3167.4468,-7727.119,75990.1,-46346.99,-2141.449,5201.005,-35006.19,-58612.28,0.0
579300.2,8277.794,-20446.924,-4363.0054,148236.94,90170.46,-1690.3182,-11427.807,-46334.234,21062.56,0.0
159459.19,6207.116,-5980.313,4956.2163,174177.98,26959.56,-2762.0393,10338.308,17619.74,14755.985,0.0
-171177.42,1841.0691,8235.308,5829.817,-360302.34,-39718.57,-1117.1927,-7082.7036,212923.03,-62067.07,0.0
175331.95,476.3333,30417.762,16234.231,136208.88,28884.42,992.467,17161.18,-25385.143,7684.958,0.0
498201.12,-627.4534,-3489.2432,-27304.912,352368.78,68353.195,1227.0172,21036.965,-46084.383,-35160.59,0.0
-150444.3,1238.5002,-43393.613,1418.6534,102274.87,20026.188,-1145.869,11716.385,-45800.094,-10614.708,0.0
-224829.48,285.00473,-52303.523,7023.947,-178663.94,-117858.06,-859.8079,2246.386,-32429.814,7449.82,0.0
-522783.84,385.04623,3597.7217,3799.5173,-189737.9,-42428.85,737.17126,7787.1475,-18192.568,-13724.181,0.0
217764.61,752.9937,-790.9257,1542.7645,69180.94,-56996.594,-1192.1924,8105.2266,-26231.4,-36504.324,0.0
-741482.4,615.8077,811.2254,-5892.314,-14980.895,14796.811,244.50961,-13881.686,95989.65,-30522.047,0.0
-309809.06,445.39447,23978.26,749.22705,29201.42,19183.207,-481.59476,10627.927,2340.5947,-6642.2217,0.0
-656913.5,807.0462,6263.197,-3843.8513,-21576.709,19639.46,-836.05164,11790.463,-5438.9287,3080.052,0.0
142863.58,302.4937,-11224.905,5785.247,136609.48,17352.488,2044.9409,14371.028,-45619.72,-15707.649,0.0
100723.42,-154.46323,1547.9873,5142.7227,-59126.37,66381.53,2565.2878,10533.42,-36669.95,-13520.395,0.0
117120.67,663.8898,1745.0577,-15915.597,154959.03,25520.195,-945.45013,2538.853,-22614.258,35105.633,0.0
-517909.0,496.5859,3363.1436,-11296.655,-14572.193,28597.895,-4271.9883,-21041.434,-20992.006,-5519.547,0.0
553294.8,711.06726,-8132.894,11815.547,-109526.484,44952.258,-302.79282,-20097.959,-46158.46,-3242.9485,0.0
691583.25,4923.793,7008.795,8325.174,-205705.02,7457.742,837.8514,3233.9758,360989.47,-56170.52,0.0
-103639.914,379.37253,-33111.79,-1641.6749,68210.11,789.9573,-6102.904,5126.2617,-16256.928,7285.3994,0.0
-242761.17,676.3236,-8547.915,2855.9807,-75848.625,22675.852,-2679.2324,-60629.44,-27465.844,24037.727,0.0
-605333.7,286.18277,5672.4844,2296.1418,8833.083,13555.238,-289.3229,-6497.759,-8041.456,-5400.292,0.0
-629321.4,106.78207,7744.427,526.12885,9383.291,9603.179,-1298.8048,5426.76,-17212.994,-2556.9756,0.0
55637.332,-141.69899,-37105.027,-3687.7178,-84920.39,31912.785,-2249.7766,-74280.836,-10418.098,-14619.375,0.0
-411230.12,9875.613,-27551.336,9143.767,-70181.81,21948.076,-3217.0354,11556.131,18600.406,8882.332,0.0
147908.05,147.39398,6308.735,1121.6056,179898.53,20659.121,863.0955,8719.811,-26532.406,-7044.816,0.0
-296810.97,225.83977,15182.447,6179.735,-357578.7,-8839.941,673.60187,3884.8782,-20620.361,25718.48,0.0
-150797.33,75.334335,12698.839,-4165.7075,145502.36,20857.678,-1781.4152,-15758.9,-21753.883,14654.71,0.0
602966.25,971.7462,52457.723,9013.708,-149307.38,135407.72,3827.8362,16335.55,-41895.113,-16077.477,0.0
